Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments,SORT.A,SORT.B
191,H23,Sample_84,"""RGB(255,0,119)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,367,381
191,H23,Sample_84,"""RGB(255,0,119)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,368,382
193,I1,Sample_05,"""RGB(255,68,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,369,385
193,I1,Sample_05,"""RGB(255,68,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,370,386
194,I2,Sample_13,"""RGB(255,204,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,371,387
194,I2,Sample_13,"""RGB(255,204,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,372,388
195,I3,Sample_21,"""RGB(170,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,373,389
195,I3,Sample_21,"""RGB(170,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,374,390
196,I4,Sample_29,"""RGB(34,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,375,391
196,I4,Sample_29,"""RGB(34,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,376,392
197,I5,Sample_37,"""RGB(0,255,102)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,377,393
197,I5,Sample_37,"""RGB(0,255,102)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,378,394
198,I6,Sample_45,"""RGB(0,255,238)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,379,395
198,I6,Sample_45,"""RGB(0,255,238)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,380,396
199,I7,Sample_53,"""RGB(0,136,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,381,397
199,I7,Sample_53,"""RGB(0,136,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,382,398
200,I8,Sample_61,"""RGB(0,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,383,399
200,I8,Sample_61,"""RGB(0,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,384,400
201,I9,Sample_69,"""RGB(136,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,385,401
201,I9,Sample_69,"""RGB(136,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,386,402
202,I10,Sample_77,"""RGB(255,0,238)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,387,403
202,I10,Sample_77,"""RGB(255,0,238)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,388,404
203,I11,Sample_85,"""RGB(255,0,102)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,389,405
203,I11,Sample_85,"""RGB(255,0,102)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,390,406
205,I13,Sample_05,"""RGB(255,68,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,391,409
205,I13,Sample_05,"""RGB(255,68,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,392,410
206,I14,Sample_13,"""RGB(255,204,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,393,411
206,I14,Sample_13,"""RGB(255,204,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,394,412
207,I15,Sample_21,"""RGB(170,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,395,413
207,I15,Sample_21,"""RGB(170,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,396,414
208,I16,Sample_29,"""RGB(34,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,397,415
208,I16,Sample_29,"""RGB(34,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,398,416
209,I17,Sample_37,"""RGB(0,255,102)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,399,417
209,I17,Sample_37,"""RGB(0,255,102)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,400,418
210,I18,Sample_45,"""RGB(0,255,238)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,401,419
210,I18,Sample_45,"""RGB(0,255,238)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,402,420
211,I19,Sample_53,"""RGB(0,136,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,403,421
211,I19,Sample_53,"""RGB(0,136,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,404,422
212,I20,Sample_61,"""RGB(0,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,405,423
212,I20,Sample_61,"""RGB(0,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,406,424
213,I21,Sample_69,"""RGB(136,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,407,425
213,I21,Sample_69,"""RGB(136,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,408,426
214,I22,Sample_77,"""RGB(255,0,238)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,409,427
214,I22,Sample_77,"""RGB(255,0,238)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,410,428
215,I23,Sample_85,"""RGB(255,0,102)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,411,429
215,I23,Sample_85,"""RGB(255,0,102)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,412,430
217,J1,Sample_05,"""RGB(255,68,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,413,433
217,J1,Sample_05,"""RGB(255,68,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,414,434
218,J2,Sample_13,"""RGB(255,204,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,415,435
218,J2,Sample_13,"""RGB(255,204,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,416,436
219,J3,Sample_21,"""RGB(170,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,417,437
219,J3,Sample_21,"""RGB(170,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,418,438
220,J4,Sample_29,"""RGB(34,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,419,439
220,J4,Sample_29,"""RGB(34,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,420,440
221,J5,Sample_37,"""RGB(0,255,102)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,421,441
221,J5,Sample_37,"""RGB(0,255,102)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,422,442
222,J6,Sample_45,"""RGB(0,255,238)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,423,443
222,J6,Sample_45,"""RGB(0,255,238)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,424,444
223,J7,Sample_53,"""RGB(0,136,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,425,445
223,J7,Sample_53,"""RGB(0,136,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,426,446
224,J8,Sample_61,"""RGB(0,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,427,447
224,J8,Sample_61,"""RGB(0,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,428,448
225,J9,Sample_69,"""RGB(136,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,429,449
225,J9,Sample_69,"""RGB(136,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,430,450
226,J10,Sample_77,"""RGB(255,0,238)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,431,451
226,J10,Sample_77,"""RGB(255,0,238)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,432,452
227,J11,Sample_85,"""RGB(255,0,102)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,433,453
227,J11,Sample_85,"""RGB(255,0,102)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,434,454
229,J13,Sample_05,"""RGB(255,68,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,435,457
229,J13,Sample_05,"""RGB(255,68,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,436,458
230,J14,Sample_13,"""RGB(255,204,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,437,459
230,J14,Sample_13,"""RGB(255,204,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,438,460
231,J15,Sample_21,"""RGB(170,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,439,461
231,J15,Sample_21,"""RGB(170,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,440,462
232,J16,Sample_29,"""RGB(34,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,441,463
232,J16,Sample_29,"""RGB(34,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,442,464
233,J17,Sample_37,"""RGB(0,255,102)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,443,465
233,J17,Sample_37,"""RGB(0,255,102)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,444,466
234,J18,Sample_45,"""RGB(0,255,238)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,445,467
234,J18,Sample_45,"""RGB(0,255,238)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,446,468
235,J19,Sample_53,"""RGB(0,136,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,447,469
235,J19,Sample_53,"""RGB(0,136,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,448,470
236,J20,Sample_61,"""RGB(0,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,449,471
236,J20,Sample_61,"""RGB(0,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,450,472
237,J21,Sample_69,"""RGB(136,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,451,473
237,J21,Sample_69,"""RGB(136,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,452,474
238,J22,Sample_77,"""RGB(255,0,238)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,453,475
238,J22,Sample_77,"""RGB(255,0,238)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,454,476
239,J23,Sample_85,"""RGB(255,0,102)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,455,477
239,J23,Sample_85,"""RGB(255,0,102)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,456,478
241,K1,Sample_06,"""RGB(255,85,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,457,481
241,K1,Sample_06,"""RGB(255,85,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,458,482
242,K2,Sample_14,"""RGB(255,221,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,459,483
242,K2,Sample_14,"""RGB(255,221,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,460,484
243,K3,Sample_22,"""RGB(153,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,461,485
243,K3,Sample_22,"""RGB(153,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,462,486
244,K4,Sample_30,"""RGB(17,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,463,487
244,K4,Sample_30,"""RGB(17,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,464,488
245,K5,Sample_38,"""RGB(0,255,119)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,465,489
245,K5,Sample_38,"""RGB(0,255,119)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,466,490
246,K6,Sample_46,"""RGB(0,255,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,467,491
246,K6,Sample_46,"""RGB(0,255,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,468,492
247,K7,Sample_54,"""RGB(0,119,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,469,493
247,K7,Sample_54,"""RGB(0,119,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,470,494
248,K8,Sample_62,"""RGB(17,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,471,495
248,K8,Sample_62,"""RGB(17,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,472,496
249,K9,Sample_70,"""RGB(153,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,473,497
249,K9,Sample_70,"""RGB(153,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,474,498
250,K10,Sample_78,"""RGB(255,0,221)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,475,499
250,K10,Sample_78,"""RGB(255,0,221)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,476,500
251,K11,Sample_86,"""RGB(255,0,85)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,477,501
251,K11,Sample_86,"""RGB(255,0,85)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,478,502
253,K13,Sample_06,"""RGB(255,85,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,479,505
253,K13,Sample_06,"""RGB(255,85,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,480,506
254,K14,Sample_14,"""RGB(255,221,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,481,507
254,K14,Sample_14,"""RGB(255,221,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,482,508
255,K15,Sample_22,"""RGB(153,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,483,509
255,K15,Sample_22,"""RGB(153,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,484,510
256,K16,Sample_30,"""RGB(17,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,485,511
256,K16,Sample_30,"""RGB(17,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,486,512
257,K17,Sample_38,"""RGB(0,255,119)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,487,513
257,K17,Sample_38,"""RGB(0,255,119)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,488,514
258,K18,Sample_46,"""RGB(0,255,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,489,515
258,K18,Sample_46,"""RGB(0,255,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,490,516
259,K19,Sample_54,"""RGB(0,119,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,491,517
259,K19,Sample_54,"""RGB(0,119,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,492,518
260,K20,Sample_62,"""RGB(17,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,493,519
260,K20,Sample_62,"""RGB(17,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,494,520
261,K21,Sample_70,"""RGB(153,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,495,521
261,K21,Sample_70,"""RGB(153,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,496,522
262,K22,Sample_78,"""RGB(255,0,221)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,497,523
262,K22,Sample_78,"""RGB(255,0,221)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,498,524
263,K23,Sample_86,"""RGB(255,0,85)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,499,525
263,K23,Sample_86,"""RGB(255,0,85)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,500,526
265,L1,Sample_06,"""RGB(255,85,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,501,529
265,L1,Sample_06,"""RGB(255,85,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,502,530
266,L2,Sample_14,"""RGB(255,221,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,503,531
266,L2,Sample_14,"""RGB(255,221,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,504,532
267,L3,Sample_22,"""RGB(153,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,505,533
267,L3,Sample_22,"""RGB(153,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,506,534
268,L4,Sample_30,"""RGB(17,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,507,535
268,L4,Sample_30,"""RGB(17,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,508,536
269,L5,Sample_38,"""RGB(0,255,119)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,509,537
269,L5,Sample_38,"""RGB(0,255,119)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,510,538
270,L6,Sample_46,"""RGB(0,255,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,511,539
270,L6,Sample_46,"""RGB(0,255,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,512,540
271,L7,Sample_54,"""RGB(0,119,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,513,541
271,L7,Sample_54,"""RGB(0,119,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,514,542
272,L8,Sample_62,"""RGB(17,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,515,543
272,L8,Sample_62,"""RGB(17,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,516,544
273,L9,Sample_70,"""RGB(153,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,517,545
273,L9,Sample_70,"""RGB(153,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,518,546
274,L10,Sample_78,"""RGB(255,0,221)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,519,547
274,L10,Sample_78,"""RGB(255,0,221)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,520,548
275,L11,Sample_86,"""RGB(255,0,85)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,521,549
275,L11,Sample_86,"""RGB(255,0,85)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,522,550
277,L13,Sample_06,"""RGB(255,85,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,523,553
277,L13,Sample_06,"""RGB(255,85,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,524,554
278,L14,Sample_14,"""RGB(255,221,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,525,555
278,L14,Sample_14,"""RGB(255,221,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,526,556
279,L15,Sample_22,"""RGB(153,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,527,557
279,L15,Sample_22,"""RGB(153,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,528,558
280,L16,Sample_30,"""RGB(17,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,529,559
280,L16,Sample_30,"""RGB(17,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,530,560
281,L17,Sample_38,"""RGB(0,255,119)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,531,561
281,L17,Sample_38,"""RGB(0,255,119)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,532,562
282,L18,Sample_46,"""RGB(0,255,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,533,563
282,L18,Sample_46,"""RGB(0,255,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,534,564
283,L19,Sample_54,"""RGB(0,119,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,535,565
283,L19,Sample_54,"""RGB(0,119,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,536,566
284,L20,Sample_62,"""RGB(17,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,537,567
284,L20,Sample_62,"""RGB(17,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,538,568
285,L21,Sample_70,"""RGB(153,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,539,569
285,L21,Sample_70,"""RGB(153,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,540,570
286,L22,Sample_78,"""RGB(255,0,221)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,541,571
286,L22,Sample_78,"""RGB(255,0,221)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,542,572
287,L23,Sample_86,"""RGB(255,0,85)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,543,573
287,L23,Sample_86,"""RGB(255,0,85)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,544,574
289,M1,Sample_07,"""RGB(255,102,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,545,577
289,M1,Sample_07,"""RGB(255,102,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,546,578
290,M2,Sample_15,"""RGB(255,238,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,547,579
290,M2,Sample_15,"""RGB(255,238,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,548,580
291,M3,Sample_23,"""RGB(136,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,549,581
291,M3,Sample_23,"""RGB(136,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,550,582
292,M4,Sample_31,"""RGB(0,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,551,583
292,M4,Sample_31,"""RGB(0,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,552,584
293,M5,Sample_39,"""RGB(0,255,136)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,553,585
293,M5,Sample_39,"""RGB(0,255,136)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,554,586
294,M6,Sample_47,"""RGB(0,238,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,555,587
294,M6,Sample_47,"""RGB(0,238,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,556,588
