Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments,SORT.A,SORT.B
264,K24,STD4,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,747,527
264,K24,STD4,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,748,528
276,L12,STD4,"""RGB(214,39,40)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,749,551
276,L12,STD4,"""RGB(214,39,40)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,750,552
288,L24,STD4,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,751,575
288,L24,STD4,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,752,576
300,M12,gBlock,"""RGB(148,103,189)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,753,599
300,M12,gBlock,"""RGB(148,103,189)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,754,600
312,M24,gBlock,"""RGB(148,103,189)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,755,623
312,M24,gBlock,"""RGB(148,103,189)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,756,624
324,N12,gBlock,"""RGB(148,103,189)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,757,647
324,N12,gBlock,"""RGB(148,103,189)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,758,648
336,N24,gBlock,"""RGB(148,103,189)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,759,671
336,N24,gBlock,"""RGB(148,103,189)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,760,672
348,O12,H2O,"""RGB(30,136,229)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,761,695
348,O12,H2O,"""RGB(30,136,229)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,762,696
360,O24,H2O,"""RGB(30,136,229)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,763,719
360,O24,H2O,"""RGB(30,136,229)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,764,720
372,P12,H2O,"""RGB(30,136,229)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,765,743
372,P12,H2O,"""RGB(30,136,229)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,766,744
384,P24,H2O,"""RGB(30,136,229)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,767,767
384,P24,H2O,"""RGB(30,136,229)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,768,768
