# File Name: /Users/chiara/Dropbox/Epigenetik-Labor/Experiments_Lena/MethyLight/Validation_Barcelona_samples/BARCA_pipeline/2021-08-11_BARCA_plate 3_A1-G6(2).eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-11 02:27:49 PM CEST
# Run End Date/Time: 2021-08-11 03:37:23 PM CEST
# Run Duration: 69 minutes 33 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-08-19 03:15:33 PM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2021-08-23 12:33:55 PM CEST
"Well","Well Position","Cycle Number","VIC","FAM","ROX","CY5"
"7","A7","9","9307.355",,"118540.82","53008.83"
"7","A7","10","9336.1455",,"118291.94","53242.406"
"7","A7","11","9507.585",,"118091.12","53120.395"
"7","A7","12","9495.416",,"117970.47","53161.707"
"7","A7","13","9462.022",,"117807.58","53603.125"
"7","A7","14","9493.039",,"117735.58","53695.99"
"7","A7","15","9488.031",,"117679.29","53817.562"
"7","A7","16","9616.671",,"117705.57","53855.223"
"7","A7","17","9702.212",,"117846.234","53837.113"
"7","A7","18","9758.752",,"117778.86","53966.043"
"7","A7","19","9996.979",,"117776.7","54053.164"
"7","A7","20","9597.617",,"117998.34","54090.48"
"7","A7","21","9525.213",,"118212.96","54292.535"
"7","A7","22","9841.676",,"118221.46","54377.17"
"7","A7","23","9732.103",,"118296.92","54482.117"
"7","A7","24","9638.779",,"118281.75","54630.203"
"7","A7","25","9659.701",,"118206.97","54614.42"
"7","A7","26","9614.52",,"118149.96","54760.38"
"7","A7","27","9644.702",,"118103.36","54934.824"
"7","A7","28","9820.871",,"118206.17","54937.45"
"7","A7","29","9913.404",,"118432.14","54927.95"
"7","A7","30","9960.181",,"118403.04","54981.33"
"7","A7","31","9978.322",,"118384.85","54976.395"
"7","A7","32","9996.53",,"118566.875","55293.54"
"7","A7","33","10240.759",,"118510.89","55313.62"
"7","A7","34","9975.592",,"118351.92","55432.082"
"7","A7","35","9902.901",,"118245.02","55818.086"
"7","A7","36","10221.338",,"118194.18","55852.05"
"7","A7","37","10332.048",,"118221.71","56085.93"
"7","A7","38","10265.509",,"118192.695","56061.844"
"7","A7","39","10366.923",,"118308.586","56096.23"
"7","A7","40","10691.94",,"118546.945","56062.098"
"7","A7","41","10677.754",,"118491.15","56206.867"
"7","A7","42","10661.082",,"118434.07","56284.785"
"7","A7","43","10611.434",,"118585.98","56338.055"
"7","A7","44","10600.659",,"118680.305","56693.625"
"7","A7","45","10535.853",,"118718.34","56910.91"
"8","A8","1","10978.023",,"141361.55","61530.496"
"8","A8","2","10955.332",,"141147.2","61470.098"
"8","A8","3","10879.642",,"140320.02","61549.793"
"8","A8","4","10934.318",,"139504.61","61383.73"
"8","A8","5","11222.333",,"138747.3","61065.902"
"8","A8","6","11154.115",,"137910.5","60696.742"
"8","A8","7","10834.825",,"136723.0","60121.25"
"8","A8","8","10634.247",,"135531.88","59380.33"
"8","A8","9","10324.34",,"133780.66","58800.203"
"8","A8","10","10274.804",,"133251.8","58571.098"
"8","A8","11","10372.776",,"133027.48","58441.027"
"8","A8","12","10374.233",,"132596.28","58418.625"
"8","A8","13","10377.157",,"132453.4","58513.6"
"8","A8","14","10375.021",,"132508.56","58670.773"
"8","A8","15","10443.007",,"132398.31","58783.996"
"8","A8","16","10431.04",,"132263.89","58651.535"
"8","A8","17","10425.02",,"132200.4","58421.246"
"8","A8","18","10479.031",,"132167.92","58437.26"
"8","A8","19","10817.025",,"131818.95","58727.6"
"8","A8","20","10915.357",,"131704.83","58875.53"
"8","A8","21","10817.258",,"131800.6","58979.89"
"8","A8","22","10791.543",,"132178.64","58949.73"
"8","A8","23","10984.456",,"132095.0","59007.71"
"8","A8","24","11023.156",,"131988.19","59250.043"
"8","A8","25","11296.875",,"131900.58","59535.133"
"8","A8","26","11756.166",,"131913.2","59863.79"
"8","A8","27","12470.374",,"132142.36","60459.438"
"8","A8","28","13676.979",,"132152.11","61443.18"
"8","A8","29","15844.049",,"132140.53","63341.74"
"8","A8","30","19730.838",,"132164.19","66912.48"
"8","A8","31","25675.125",,"132492.03","72744.1"
"8","A8","32","32402.53",,"132788.73","78655.195"
"8","A8","33","39391.46",,"133014.86","83106.05"
"8","A8","34","46468.633",,"133311.33","86910.33"
"8","A8","35","53024.293",,"133539.2","90380.125"
"8","A8","36","58920.117",,"133834.33","93178.695"
"8","A8","37","63897.41",,"134115.78","95425.305"
"8","A8","38","68540.34",,"134100.78","97712.336"
"8","A8","39","72707.78",,"134235.44","100003.7"
"8","A8","40","76407.555",,"134487.94","102271.22"
"8","A8","41","80231.56",,"134507.27","104349.01"
"8","A8","42","83094.086",,"134895.28","106473.945"
"8","A8","43","85931.22",,"135138.77","108589.445"
"8","A8","44","88989.79",,"134994.75","110549.125"
"8","A8","45","90847.14",,"134804.52","112202.29"
"9","A9","1","10485.971",,"149376.95","65287.28"
"9","A9","2","10575.001",,"148224.27","64782.18"
"9","A9","3","10196.722",,"146105.83","63752.742"
"9","A9","4","10060.907",,"144778.1","63328.637"
"9","A9","5","10057.755",,"143870.38","62856.285"
"9","A9","6","9992.877",,"142634.4","62139.02"
"9","A9","7","9992.228",,"141193.94","61664.863"
"9","A9","8","10126.034",,"140016.7","61359.07"
"9","A9","9","10155.596",,"139391.77","61061.33"
"9","A9","10","10206.261",,"139115.03","60973.543"
"9","A9","11","9959.322",,"138968.39","60959.625"
"9","A9","12","9936.47",,"138852.83","60844.742"
"9","A9","13","10143.844",,"138574.77","60856.45"
"9","A9","14","10236.157",,"138442.86","61004.598"
"9","A9","15","10227.174",,"138436.86","60924.332"
"9","A9","16","10172.428",,"138329.92","60906.805"
"9","A9","17","10164.177",,"138274.64","61031.707"
"9","A9","18","10303.096",,"138396.25","61092.58"
"9","A9","19","10203.773",,"138367.9","61286.516"
"9","A9","20","9975.936",,"138370.19","61572.47"
"9","A9","21","9987.522",,"138271.03","61662.32"
"9","A9","22","10272.52",,"138026.28","61671.258"
"9","A9","23","10360.283",,"137954.88","61942.277"
"9","A9","24","10610.623",,"138065.34","62000.36"
"9","A9","25","10639.551",,"138028.27","61963.676"
"9","A9","26","10561.647",,"138001.47","62115.11"
"9","A9","27","10550.552",,"138148.06","62178.332"
"9","A9","28","10664.461",,"138170.47","62121.1"
"9","A9","29","10807.101",,"137950.17","62179.414"
"9","A9","30","10900.366",,"137874.05","62192.78"
"9","A9","31","11072.906",,"137990.81","62477.715"
"9","A9","32","10962.595",,"138062.2","62484.43"
"9","A9","33","11027.111",,"137782.39","62593.805"
"9","A9","34","11796.368",,"137674.19","62706.086"
"9","A9","35","12340.836",,"137767.12","62927.637"
"9","A9","36","13007.059",,"138087.78","63078.06"
"9","A9","37","13605.417",,"137673.75","63067.45"
"9","A9","38","14502.1",,"137589.77","63225.895"
"9","A9","39","14983.311",,"137815.84","63237.082"
"9","A9","40","15986.422",,"137972.92","63621.86"
"9","A9","41","16808.441",,"138003.94","63948.71"
"9","A9","42","17628.746",,"138206.84","63936.14"
"9","A9","43","18571.566",,"138242.62","64032.2"
"9","A9","44","19311.951",,"138203.12","64202.516"
"9","A9","45","19530.62",,"138132.16","64123.043"
"10","A10","1","12922.299",,"148642.2","63108.86"
"10","A10","2","12748.389",,"147503.7","62552.098"
"10","A10","3","12228.557",,"145432.33","61599.426"
"10","A10","4","12104.598",,"143918.38","60779.66"
"10","A10","5","12221.5625",,"142696.27","59936.43"
"10","A10","6","12149.404",,"141478.06","59610.973"
"10","A10","7","11927.783",,"140008.83","59216.04"
"10","A10","8","11872.683",,"138533.75","58392.617"
"10","A10","9","11955.917",,"137362.2","58108.49"
"10","A10","10","11972.32",,"136913.0","58106.555"
"10","A10","11","12116.838",,"136682.12","58262.516"
"10","A10","12","12164.6455",,"136578.36","58150.105"
"10","A10","13","11808.333",,"136639.53","57982.92"
"10","A10","14","11807.6875",,"136541.44","57965.535"
"10","A10","15","12205.1045",,"136445.05","58054.137"
"10","A10","16","12322.484",,"136456.31","58119.96"
"10","A10","17","12302.378",,"136294.12","58138.21"
"10","A10","18","12331.273",,"136001.66","58289.004"
"10","A10","19","12520.441",,"135782.17","58361.38"
"10","A10","20","12618.488",,"135749.05","58360.027"
"10","A10","21","12211.859",,"135932.45","58397.344"
"10","A10","22","12148.647",,"135915.02","58718.195"
"10","A10","23","12635.601",,"135788.92","58797.75"
"10","A10","24","13403.959",,"135454.84","59104.066"
"10","A10","25","14491.11",,"135425.75","59578.3"
"10","A10","26","15906.493",,"135633.33","60782.13"
"10","A10","27","18671.709",,"135688.14","63181.47"
"10","A10","28","24520.918",,"135916.12","67346.48"
